ocel_event_id;ocel_IoT_object_id;ocel_qualifier
check_abnorm_tr47_Pcp156;rfidJGLUGP;RFID tag read at empty truck weighing
enter_tr13_Pcp7;rfidGTHHGD;RFID tag read at entrance
determine_continu_tr47_Pcp156_Silo14;Temp14;Temperature sensor for determining the pickup continuation
determine_continu_tr47_Pcp156_Silo14;Humd14;Humidity sensor for determining the pickup continuation
determine_continu_tr47_Pcp156_Silo14;GrainTemp40;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr47_Pcp156_Silo14;GrainTemp41;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr47_Pcp156_Silo14;GrainTemp42;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr47_Pcp156;WS19;Weight sensor for loaded truck weighing
weigh_empty_tr13_Pcp7;WS05;Weight sensor for empty truck weighing
check_abnorm_tr13_Pcp7;rfidGTHHGD;RFID tag read at empty truck weighing
determine_continu_tr13_Pcp7_Silo18;Temp18;Temperature sensor for determining the pickup continuation
determine_continu_tr13_Pcp7_Silo18;Humd18;Humidity sensor for determining the pickup continuation
determine_continu_tr13_Pcp7_Silo18;GrainTemp52;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr13_Pcp7_Silo18;GrainTemp53;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr13_Pcp7_Silo18;GrainTemp54;3rd grain temperature sensor for determining the pickup continuation
enter_tr2_Pcp314;rfidSQKJGH;RFID tag read at entrance
weigh_empty_tr2_Pcp314;WS01;Weight sensor for empty truck weighing
check_abnorm_tr2_Pcp314;rfidSQKJGH;RFID tag read at empty truck weighing
determine_continu_tr2_Pcp314_Silo5;Temp5;Temperature sensor for determining the pickup continuation
determine_continu_tr2_Pcp314_Silo5;Humd5;Humidity sensor for determining the pickup continuation
determine_continu_tr2_Pcp314_Silo5;GrainTemp13;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr2_Pcp314_Silo5;GrainTemp14;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr2_Pcp314_Silo5;GrainTemp15;3rd grain temperature sensor for determining the pickup continuation
enter_tr50_Pcp443;rfidXXIVNB;RFID tag read at entrance
weigh_empty_tr50_Pcp443;WS18;Weight sensor for empty truck weighing
check_abnorm_tr50_Pcp443;rfidXXIVNB;RFID tag read at empty truck weighing
determine_continu_tr50_Pcp443_Silo9;Temp9;Temperature sensor for determining the pickup continuation
determine_continu_tr50_Pcp443_Silo9;Humd9;Humidity sensor for determining the pickup continuation
determine_continu_tr50_Pcp443_Silo9;GrainTemp25;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr50_Pcp443_Silo9;GrainTemp26;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr50_Pcp443_Silo9;GrainTemp27;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr13_Pcp7;WS11;Weight sensor for loaded truck weighing
enter_tr36_Pcp443;rfidHYTHBN;RFID tag read at entrance
weigh_empty_tr36_Pcp443;WS18;Weight sensor for empty truck weighing
check_abnorm_tr36_Pcp443;rfidHYTHBN;RFID tag read at empty truck weighing
enter_tr22_Pcp470;rfidENJOLW;RFID tag read at entrance
weigh_loaded_tr2_Pcp314;WS10;Weight sensor for loaded truck weighing
weigh_empty_tr22_Pcp470;WS20;Weight sensor for empty truck weighing
check_abnorm_tr22_Pcp470;rfidENJOLW;RFID tag read at empty truck weighing
determine_continu_tr36_Pcp443_Silo9;Temp9;Temperature sensor for determining the pickup continuation
determine_continu_tr36_Pcp443_Silo9;Humd9;Humidity sensor for determining the pickup continuation
determine_continu_tr36_Pcp443_Silo9;GrainTemp25;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr36_Pcp443_Silo9;GrainTemp26;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr36_Pcp443_Silo9;GrainTemp27;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr22_Pcp470_Silo12;Temp12;Temperature sensor for determining the pickup continuation
determine_continu_tr22_Pcp470_Silo12;Humd12;Humidity sensor for determining the pickup continuation
determine_continu_tr22_Pcp470_Silo12;GrainTemp34;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr22_Pcp470_Silo12;GrainTemp35;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr22_Pcp470_Silo12;GrainTemp36;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr50_Pcp443;WS01;Weight sensor for loaded truck weighing
weigh_loaded_tr36_Pcp443;WS01;Weight sensor for loaded truck weighing
enter_tr12_Pcp168;rfidVYYKGK;RFID tag read at entrance
weigh_empty_tr12_Pcp168;WS02;Weight sensor for empty truck weighing
check_abnorm_tr12_Pcp168;rfidVYYKGK;RFID tag read at empty truck weighing
determine_continu_tr12_Pcp168_Silo15;Temp15;Temperature sensor for determining the pickup continuation
determine_continu_tr12_Pcp168_Silo15;Humd15;Humidity sensor for determining the pickup continuation
determine_continu_tr12_Pcp168_Silo15;GrainTemp43;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr12_Pcp168_Silo15;GrainTemp44;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr12_Pcp168_Silo15;GrainTemp45;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr22_Pcp470;WS06;Weight sensor for loaded truck weighing
weigh_loaded_tr12_Pcp168;WS20;Weight sensor for loaded truck weighing
enter_tr3_Pcp156;rfidDRCUXI;RFID tag read at entrance
weigh_empty_tr3_Pcp156;WS10;Weight sensor for empty truck weighing
check_abnorm_tr3_Pcp156;rfidDRCUXI;RFID tag read at empty truck weighing
determine_continu_tr3_Pcp156_Silo14;Temp14;Temperature sensor for determining the pickup continuation
determine_continu_tr3_Pcp156_Silo14;Humd14;Humidity sensor for determining the pickup continuation
determine_continu_tr3_Pcp156_Silo14;GrainTemp40;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr3_Pcp156_Silo14;GrainTemp41;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr3_Pcp156_Silo14;GrainTemp42;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr3_Pcp156;WS16;Weight sensor for loaded truck weighing
enter_tr30_Pcp237;rfidCBMLGM;RFID tag read at entrance
weigh_empty_tr30_Pcp237;WS10;Weight sensor for empty truck weighing
check_abnorm_tr30_Pcp237;rfidCBMLGM;RFID tag read at empty truck weighing
determine_continu_tr30_Pcp237_Silo11;Temp11;Temperature sensor for determining the pickup continuation
determine_continu_tr30_Pcp237_Silo11;Humd11;Humidity sensor for determining the pickup continuation
determine_continu_tr30_Pcp237_Silo11;GrainTemp31;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr30_Pcp237_Silo11;GrainTemp32;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr30_Pcp237_Silo11;GrainTemp33;3rd grain temperature sensor for determining the pickup continuation
enter_tr32_Pcp9;rfidQCYTDW;RFID tag read at entrance
enter_tr21_Pcp388;rfidTLWXGZ;RFID tag read at entrance
weigh_empty_tr32_Pcp9;WS19;Weight sensor for empty truck weighing
check_abnorm_tr32_Pcp9;rfidQCYTDW;RFID tag read at empty truck weighing
weigh_empty_tr21_Pcp388;WS07;Weight sensor for empty truck weighing
check_abnorm_tr21_Pcp388;rfidTLWXGZ;RFID tag read at empty truck weighing
enter_tr10_Pcp413;rfidOOVDPE;RFID tag read at entrance
determine_continu_tr32_Pcp9_Silo1;Temp1;Temperature sensor for determining the pickup continuation
determine_continu_tr32_Pcp9_Silo1;Humd1;Humidity sensor for determining the pickup continuation
determine_continu_tr32_Pcp9_Silo1;GrainTemp1;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr32_Pcp9_Silo1;GrainTemp2;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr32_Pcp9_Silo1;GrainTemp3;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr21_Pcp388_Silo3;Temp3;Temperature sensor for determining the pickup continuation
determine_continu_tr21_Pcp388_Silo3;Humd3;Humidity sensor for determining the pickup continuation
determine_continu_tr21_Pcp388_Silo3;GrainTemp7;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr21_Pcp388_Silo3;GrainTemp8;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr21_Pcp388_Silo3;GrainTemp9;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr10_Pcp413;WS15;Weight sensor for empty truck weighing
check_abnorm_tr10_Pcp413;rfidOOVDPE;RFID tag read at empty truck weighing
enter_tr33_Pcp410;rfidMVJRXE;RFID tag read at entrance
enter_tr15_Pcp116;rfidIDWLCS;RFID tag read at entrance
determine_continu_tr10_Pcp413_Silo11;Temp11;Temperature sensor for determining the pickup continuation
determine_continu_tr10_Pcp413_Silo11;Humd11;Humidity sensor for determining the pickup continuation
determine_continu_tr10_Pcp413_Silo11;GrainTemp31;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr10_Pcp413_Silo11;GrainTemp32;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr10_Pcp413_Silo11;GrainTemp33;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr30_Pcp237;WS18;Weight sensor for loaded truck weighing
weigh_loaded_tr21_Pcp388;WS05;Weight sensor for loaded truck weighing
weigh_empty_tr33_Pcp410;WS10;Weight sensor for empty truck weighing
weigh_empty_tr15_Pcp116;WS07;Weight sensor for empty truck weighing
check_abnorm_tr15_Pcp116;rfidIDWLCS;RFID tag read at empty truck weighing
check_abnorm_tr33_Pcp410;rfidMVJRXE;RFID tag read at empty truck weighing
enter_tr20_Pcp141;rfidXPDNSC;RFID tag read at entrance
determine_continu_tr33_Pcp410_Silo2;Temp2;Temperature sensor for determining the pickup continuation
determine_continu_tr33_Pcp410_Silo2;Humd2;Humidity sensor for determining the pickup continuation
determine_continu_tr33_Pcp410_Silo2;GrainTemp4;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr33_Pcp410_Silo2;GrainTemp5;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr33_Pcp410_Silo2;GrainTemp6;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr10_Pcp413;WS14;Weight sensor for loaded truck weighing
weigh_loaded_tr32_Pcp9;WS13;Weight sensor for loaded truck weighing
weigh_empty_tr20_Pcp141;WS05;Weight sensor for empty truck weighing
enter_tr19_Pcp159;rfidRCKRLL;RFID tag read at entrance
check_abnorm_tr20_Pcp141;rfidXPDNSC;RFID tag read at empty truck weighing
enter_tr29_Pcp196;rfidOIGYVC;RFID tag read at entrance
determine_continu_tr15_Pcp116_Silo1;Temp1;Temperature sensor for determining the pickup continuation
determine_continu_tr15_Pcp116_Silo1;Humd1;Humidity sensor for determining the pickup continuation
determine_continu_tr15_Pcp116_Silo1;GrainTemp1;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr15_Pcp116_Silo1;GrainTemp2;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr15_Pcp116_Silo1;GrainTemp3;3rd grain temperature sensor for determining the pickup continuation
enter_tr38_Pcp343;rfidVIASXP;RFID tag read at entrance
enter_tr25_Pcp226;rfidMFTSWW;RFID tag read at entrance
determine_continu_tr20_Pcp141_Silo2;Temp2;Temperature sensor for determining the pickup continuation
determine_continu_tr20_Pcp141_Silo2;Humd2;Humidity sensor for determining the pickup continuation
determine_continu_tr20_Pcp141_Silo2;GrainTemp4;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr20_Pcp141_Silo2;GrainTemp5;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr20_Pcp141_Silo2;GrainTemp6;3rd grain temperature sensor for determining the pickup continuation
enter_tr7_Pcp12;rfidXNPCXE;RFID tag read at entrance
weigh_empty_tr19_Pcp159;WS15;Weight sensor for empty truck weighing
weigh_empty_tr29_Pcp196;WS03;Weight sensor for empty truck weighing
check_abnorm_tr19_Pcp159;rfidRCKRLL;RFID tag read at empty truck weighing
enter_tr4_Pcp490;rfidTGNSNI;RFID tag read at entrance
check_abnorm_tr29_Pcp196;rfidOIGYVC;RFID tag read at empty truck weighing
weigh_empty_tr25_Pcp226;WS13;Weight sensor for empty truck weighing
enter_tr40_Pcp187;rfidZEKWJR;RFID tag read at entrance
check_abnorm_tr25_Pcp226;rfidMFTSWW;RFID tag read at empty truck weighing
determine_continu_tr29_Pcp196_Silo19;Temp19;Temperature sensor for determining the pickup continuation
determine_continu_tr29_Pcp196_Silo19;Humd19;Humidity sensor for determining the pickup continuation
determine_continu_tr29_Pcp196_Silo19;GrainTemp55;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr29_Pcp196_Silo19;GrainTemp56;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr29_Pcp196_Silo19;GrainTemp57;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr19_Pcp159_Silo1;Temp1;Temperature sensor for determining the pickup continuation
determine_continu_tr19_Pcp159_Silo1;Humd1;Humidity sensor for determining the pickup continuation
determine_continu_tr19_Pcp159_Silo1;GrainTemp1;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr19_Pcp159_Silo1;GrainTemp2;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr19_Pcp159_Silo1;GrainTemp3;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr25_Pcp226_Silo10;Temp10;Temperature sensor for determining the pickup continuation
determine_continu_tr25_Pcp226_Silo10;Humd10;Humidity sensor for determining the pickup continuation
determine_continu_tr25_Pcp226_Silo10;GrainTemp28;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr25_Pcp226_Silo10;GrainTemp29;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr25_Pcp226_Silo10;GrainTemp30;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr38_Pcp343;WS07;Weight sensor for empty truck weighing
weigh_empty_tr7_Pcp12;WS16;Weight sensor for empty truck weighing
enter_tr35_Pcp193;rfidPODCVH;RFID tag read at entrance
check_abnorm_tr38_Pcp343;rfidVIASXP;RFID tag read at empty truck weighing
check_abnorm_tr7_Pcp12;rfidXNPCXE;RFID tag read at empty truck weighing
weigh_empty_tr40_Pcp187;WS20;Weight sensor for empty truck weighing
weigh_loaded_tr20_Pcp141;WS11;Weight sensor for loaded truck weighing
check_abnorm_tr40_Pcp187;rfidZEKWJR;RFID tag read at empty truck weighing
determine_continu_tr38_Pcp343_Silo10;Temp10;Temperature sensor for determining the pickup continuation
determine_continu_tr38_Pcp343_Silo10;Humd10;Humidity sensor for determining the pickup continuation
determine_continu_tr38_Pcp343_Silo10;GrainTemp28;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr38_Pcp343_Silo10;GrainTemp29;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr38_Pcp343_Silo10;GrainTemp30;3rd grain temperature sensor for determining the pickup continuation
enter_tr31_Pcp22;rfidJDEWMH;RFID tag read at entrance
enter_tr18_Pcp214;rfidEGNSMV;RFID tag read at entrance
weigh_empty_tr4_Pcp490;WS07;Weight sensor for empty truck weighing
check_abnorm_tr4_Pcp490;rfidTGNSNI;RFID tag read at empty truck weighing
enter_tr46_Pcp96;rfidEJHYOM;RFID tag read at entrance
determine_continu_tr4_Pcp490_Silo9;Temp9;Temperature sensor for determining the pickup continuation
determine_continu_tr4_Pcp490_Silo9;Humd9;Humidity sensor for determining the pickup continuation
determine_continu_tr4_Pcp490_Silo9;GrainTemp25;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr4_Pcp490_Silo9;GrainTemp26;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr4_Pcp490_Silo9;GrainTemp27;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr7_Pcp12_Silo2;Temp2;Temperature sensor for determining the pickup continuation
determine_continu_tr7_Pcp12_Silo2;Humd2;Humidity sensor for determining the pickup continuation
determine_continu_tr7_Pcp12_Silo2;GrainTemp4;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr7_Pcp12_Silo2;GrainTemp5;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr7_Pcp12_Silo2;GrainTemp6;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr35_Pcp193;WS14;Weight sensor for empty truck weighing
check_abnorm_tr35_Pcp193;rfidPODCVH;RFID tag read at empty truck weighing
enter_tr49_Pcp429;rfidNJSWIM;RFID tag read at entrance
weigh_loaded_tr33_Pcp410;WS08;Weight sensor for loaded truck weighing
enter_tr42_Pcp48;rfidLEEHFK;RFID tag read at entrance
determine_continu_tr40_Pcp187_Silo10;Temp10;Temperature sensor for determining the pickup continuation
determine_continu_tr40_Pcp187_Silo10;Humd10;Humidity sensor for determining the pickup continuation
determine_continu_tr40_Pcp187_Silo10;GrainTemp28;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr40_Pcp187_Silo10;GrainTemp29;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr40_Pcp187_Silo10;GrainTemp30;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr18_Pcp214;WS03;Weight sensor for empty truck weighing
check_abnorm_tr18_Pcp214;rfidEGNSMV;RFID tag read at empty truck weighing
determine_continu_tr35_Pcp193_Silo20;Temp20;Temperature sensor for determining the pickup continuation
determine_continu_tr35_Pcp193_Silo20;Humd20;Humidity sensor for determining the pickup continuation
determine_continu_tr35_Pcp193_Silo20;GrainTemp58;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr35_Pcp193_Silo20;GrainTemp59;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr35_Pcp193_Silo20;GrainTemp60;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr31_Pcp22;WS15;Weight sensor for empty truck weighing
check_abnorm_tr31_Pcp22;rfidJDEWMH;RFID tag read at empty truck weighing
weigh_empty_tr42_Pcp48;WS07;Weight sensor for empty truck weighing
weigh_loaded_tr7_Pcp12;WS04;Weight sensor for loaded truck weighing
check_abnorm_tr42_Pcp48;rfidLEEHFK;RFID tag read at empty truck weighing
weigh_empty_tr49_Pcp429;WS02;Weight sensor for empty truck weighing
determine_continu_tr31_Pcp22_Silo1;Temp1;Temperature sensor for determining the pickup continuation
determine_continu_tr31_Pcp22_Silo1;Humd1;Humidity sensor for determining the pickup continuation
determine_continu_tr31_Pcp22_Silo1;GrainTemp1;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr31_Pcp22_Silo1;GrainTemp2;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr31_Pcp22_Silo1;GrainTemp3;3rd grain temperature sensor for determining the pickup continuation
check_abnorm_tr49_Pcp429;rfidNJSWIM;RFID tag read at empty truck weighing
weigh_empty_tr46_Pcp96;WS19;Weight sensor for empty truck weighing
check_abnorm_tr46_Pcp96;rfidEJHYOM;RFID tag read at empty truck weighing
enter_tr11_Pcp465;rfidSCPJCE;RFID tag read at entrance
determine_continu_tr18_Pcp214_Silo10;Temp10;Temperature sensor for determining the pickup continuation
determine_continu_tr18_Pcp214_Silo10;Humd10;Humidity sensor for determining the pickup continuation
determine_continu_tr18_Pcp214_Silo10;GrainTemp28;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr18_Pcp214_Silo10;GrainTemp29;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr18_Pcp214_Silo10;GrainTemp30;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr42_Pcp48_Silo15;Temp15;Temperature sensor for determining the pickup continuation
determine_continu_tr42_Pcp48_Silo15;Humd15;Humidity sensor for determining the pickup continuation
determine_continu_tr42_Pcp48_Silo15;GrainTemp43;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr42_Pcp48_Silo15;GrainTemp44;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr42_Pcp48_Silo15;GrainTemp45;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr31_Pcp22;WS12;Weight sensor for loaded truck weighing
enter_tr37_Pcp464;rfidUSNSHC;RFID tag read at entrance
determine_continu_tr49_Pcp429_Silo2;Temp2;Temperature sensor for determining the pickup continuation
determine_continu_tr49_Pcp429_Silo2;Humd2;Humidity sensor for determining the pickup continuation
determine_continu_tr49_Pcp429_Silo2;GrainTemp4;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr49_Pcp429_Silo2;GrainTemp5;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr49_Pcp429_Silo2;GrainTemp6;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr46_Pcp96_Silo12;Temp12;Temperature sensor for determining the pickup continuation
determine_continu_tr46_Pcp96_Silo12;Humd12;Humidity sensor for determining the pickup continuation
determine_continu_tr46_Pcp96_Silo12;GrainTemp34;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr46_Pcp96_Silo12;GrainTemp35;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr46_Pcp96_Silo12;GrainTemp36;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr38_Pcp343;WS18;Weight sensor for loaded truck weighing
weigh_loaded_tr18_Pcp214;WS03;Weight sensor for loaded truck weighing
weigh_empty_tr37_Pcp464;WS05;Weight sensor for empty truck weighing
check_abnorm_tr37_Pcp464;rfidUSNSHC;RFID tag read at empty truck weighing
weigh_loaded_tr42_Pcp48;WS03;Weight sensor for loaded truck weighing
weigh_empty_tr11_Pcp465;WS02;Weight sensor for empty truck weighing
check_abnorm_tr11_Pcp465;rfidSCPJCE;RFID tag read at empty truck weighing
weigh_loaded_tr35_Pcp193;WS13;Weight sensor for loaded truck weighing
enter_tr1_Pcp161;rfidBKTRLP;RFID tag read at entrance
weigh_loaded_tr46_Pcp96;WS10;Weight sensor for loaded truck weighing
determine_continu_tr11_Pcp465_Silo20;Temp20;Temperature sensor for determining the pickup continuation
determine_continu_tr11_Pcp465_Silo20;Humd20;Humidity sensor for determining the pickup continuation
determine_continu_tr11_Pcp465_Silo20;GrainTemp58;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr11_Pcp465_Silo20;GrainTemp59;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr11_Pcp465_Silo20;GrainTemp60;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr4_Pcp490;WS08;Weight sensor for loaded truck weighing
weigh_loaded_tr49_Pcp429;WS04;Weight sensor for loaded truck weighing
determine_continu_tr37_Pcp464_Silo6;Temp6;Temperature sensor for determining the pickup continuation
determine_continu_tr37_Pcp464_Silo6;Humd6;Humidity sensor for determining the pickup continuation
determine_continu_tr37_Pcp464_Silo6;GrainTemp16;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr37_Pcp464_Silo6;GrainTemp17;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr37_Pcp464_Silo6;GrainTemp18;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr1_Pcp161;WS02;Weight sensor for empty truck weighing
check_abnorm_tr1_Pcp161;rfidBKTRLP;RFID tag read at empty truck weighing
weigh_loaded_tr15_Pcp116;WS16;Weight sensor for loaded truck weighing
determine_continu_tr1_Pcp161_Silo12;Temp12;Temperature sensor for determining the pickup continuation
determine_continu_tr1_Pcp161_Silo12;Humd12;Humidity sensor for determining the pickup continuation
determine_continu_tr1_Pcp161_Silo12;GrainTemp34;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr1_Pcp161_Silo12;GrainTemp35;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr1_Pcp161_Silo12;GrainTemp36;3rd grain temperature sensor for determining the pickup continuation
enter_tr44_Pcp126;rfidJRRVME;RFID tag read at entrance
weigh_loaded_tr19_Pcp159;WS15;Weight sensor for loaded truck weighing
weigh_loaded_tr11_Pcp465;WS09;Weight sensor for loaded truck weighing
weigh_loaded_tr37_Pcp464;WS14;Weight sensor for loaded truck weighing
enter_tr45_Pcp126;rfidSLQPDR;RFID tag read at entrance
enter_tr6_Pcp466;rfidQSKZVB;RFID tag read at entrance
weigh_empty_tr44_Pcp126;WS08;Weight sensor for empty truck weighing
enter_tr14_Pcp291;rfidYREIDQ;RFID tag read at entrance
check_abnorm_tr44_Pcp126;rfidJRRVME;RFID tag read at empty truck weighing
weigh_loaded_tr1_Pcp161;WS09;Weight sensor for loaded truck weighing
weigh_empty_tr14_Pcp291;WS16;Weight sensor for empty truck weighing
check_abnorm_tr14_Pcp291;rfidYREIDQ;RFID tag read at empty truck weighing
weigh_empty_tr6_Pcp466;WS01;Weight sensor for empty truck weighing
check_abnorm_tr6_Pcp466;rfidQSKZVB;RFID tag read at empty truck weighing
enter_tr9_Pcp291;rfidKEBJGC;RFID tag read at entrance
enter_tr27_Pcp162;rfidWOMLHU;RFID tag read at entrance
determine_continu_tr44_Pcp126_Silo1;Temp1;Temperature sensor for determining the pickup continuation
determine_continu_tr44_Pcp126_Silo1;Humd1;Humidity sensor for determining the pickup continuation
determine_continu_tr44_Pcp126_Silo1;GrainTemp1;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr44_Pcp126_Silo1;GrainTemp2;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr44_Pcp126_Silo1;GrainTemp3;3rd grain temperature sensor for determining the pickup continuation
enter_tr17_Pcp343;rfidVYEBVG;RFID tag read at entrance
weigh_empty_tr45_Pcp126;WS12;Weight sensor for empty truck weighing
determine_continu_tr14_Pcp291_Silo19;Temp19;Temperature sensor for determining the pickup continuation
determine_continu_tr14_Pcp291_Silo19;Humd19;Humidity sensor for determining the pickup continuation
determine_continu_tr14_Pcp291_Silo19;GrainTemp55;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr14_Pcp291_Silo19;GrainTemp56;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr14_Pcp291_Silo19;GrainTemp57;3rd grain temperature sensor for determining the pickup continuation
check_abnorm_tr45_Pcp126;rfidSLQPDR;RFID tag read at empty truck weighing
weigh_empty_tr27_Pcp162;WS04;Weight sensor for empty truck weighing
weigh_loaded_tr40_Pcp187;WS03;Weight sensor for loaded truck weighing
determine_continu_tr6_Pcp466_Silo18;Temp18;Temperature sensor for determining the pickup continuation
determine_continu_tr6_Pcp466_Silo18;Humd18;Humidity sensor for determining the pickup continuation
determine_continu_tr6_Pcp466_Silo18;GrainTemp52;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr6_Pcp466_Silo18;GrainTemp53;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr6_Pcp466_Silo18;GrainTemp54;3rd grain temperature sensor for determining the pickup continuation
check_abnorm_tr27_Pcp162;rfidWOMLHU;RFID tag read at empty truck weighing
weigh_empty_tr9_Pcp291;WS04;Weight sensor for empty truck weighing
check_abnorm_tr9_Pcp291;rfidKEBJGC;RFID tag read at empty truck weighing
determine_continu_tr27_Pcp162_Silo8;Temp8;Temperature sensor for determining the pickup continuation
determine_continu_tr27_Pcp162_Silo8;Humd8;Humidity sensor for determining the pickup continuation
determine_continu_tr27_Pcp162_Silo8;GrainTemp22;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr27_Pcp162_Silo8;GrainTemp23;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr27_Pcp162_Silo8;GrainTemp24;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr9_Pcp291_Silo19;Temp19;Temperature sensor for determining the pickup continuation
determine_continu_tr9_Pcp291_Silo19;Humd19;Humidity sensor for determining the pickup continuation
determine_continu_tr9_Pcp291_Silo19;GrainTemp55;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr9_Pcp291_Silo19;GrainTemp56;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr9_Pcp291_Silo19;GrainTemp57;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr6_Pcp466;WS18;Weight sensor for loaded truck weighing
determine_continu_tr45_Pcp126_Silo1;Temp1;Temperature sensor for determining the pickup continuation
determine_continu_tr45_Pcp126_Silo1;Humd1;Humidity sensor for determining the pickup continuation
