ocel_source_id;ocel_target_id;ocel_qualifier;ocel_time
tr38;Pcp284;Dropped truck from pickup plan;2024-05-14 12:06:09
tr4;Pcp252;Dropped truck from pickup plan;2024-05-14 12:06:13
Silo20;tr14;Aranged silo for truck;2024-05-14 12:08:19
Silo13;tr24;Aranged silo for truck;2024-05-14 12:08:35
tr24;Silo13;Truck determined for continuing pickup at silo;2024-05-14 12:11:19
Silo6;tr23;Aranged silo for truck;2024-05-14 12:11:39
tr37;Silo14;Truck determined for continuing pickup at silo;2024-05-14 12:13:20
tr46;Pcp476;Dropped truck from pickup plan;2024-05-14 12:13:39
Silo14;tr43;Aranged silo for truck;2024-05-14 12:13:52
tr44;Pcp159;Dropped truck from pickup plan;2024-05-14 12:14:58
tr6;Pcp435;Assigned truck for pickup plan;2024-05-14 12:15:07
tr23;Silo6;Truck determined for continuing pickup at silo;2024-05-14 12:19:01
tr28;Silo4;Truck determined for continuing pickup at silo;2024-05-14 12:22:00
tr27;Pcp172;Assigned truck for pickup plan;2024-05-14 12:23:20
tr42;Pcp171;Dropped truck from pickup plan;2024-05-14 12:27:51
tr14;Silo20;Truck determined for continuing pickup at silo;2024-05-14 12:28:13
tr39;Pcp473;Assigned truck for pickup plan;2024-05-14 12:28:14
tr43;Silo14;Truck determined for continuing pickup at silo;2024-05-14 12:29:20
tr11;Pcp408;Dropped truck from pickup plan;2024-05-14 12:31:41
Silo18;tr6;Aranged silo for truck;2024-05-14 12:33:18
Silo16;tr27;Aranged silo for truck;2024-05-14 12:38:24
Silo3;tr39;Aranged silo for truck;2024-05-14 12:41:40
tr9;Pcp253;Assigned truck for pickup plan;2024-05-14 12:43:46
tr39;Silo3;Truck determined for continuing pickup at silo;2024-05-14 12:46:34
tr27;Silo16;Truck determined for continuing pickup at silo;2024-05-14 12:47:05
tr49;Pcp487;Dropped truck from pickup plan;2024-05-14 12:47:29
tr23;Pcp270;Dropped truck from pickup plan;2024-05-14 12:47:29
tr6;Silo18;Truck determined for continuing pickup at silo;2024-05-14 12:52:26
tr24;Pcp197;Dropped truck from pickup plan;2024-05-14 12:52:56
tr17;Pcp275;Dropped truck from pickup plan;2024-05-14 12:53:06
tr1;Pcp398;Dropped truck from pickup plan;2024-05-14 12:54:12
tr16;Pcp465;Assigned truck for pickup plan;2024-05-14 13:11:37
Silo13;tr9;Aranged silo for truck;2024-05-14 13:17:18
tr8;Pcp419;Dropped truck from pickup plan;2024-05-14 13:18:49
tr26;Pcp467;Dropped truck from pickup plan;2024-05-14 13:21:56
Silo20;tr16;Aranged silo for truck;2024-05-14 13:26:02
tr37;Pcp72;Dropped truck from pickup plan;2024-05-14 13:26:19
tr28;Pcp379;Dropped truck from pickup plan;2024-05-14 13:26:48
tr43;Pcp309;Dropped truck from pickup plan;2024-05-14 13:27:43
tr9;Silo13;Truck determined for continuing pickup at silo;2024-05-14 13:27:47
tr5;Pcp454;Assigned truck for pickup plan;2024-05-14 13:28:16
tr16;Silo20;Truck determined for continuing pickup at silo;2024-05-14 13:45:29
Silo14;tr5;Aranged silo for truck;2024-05-14 13:55:21
tr27;Pcp172;Dropped truck from pickup plan;2024-05-14 13:57:09
tr5;Silo14;Truck determined for continuing pickup at silo;2024-05-14 13:58:49
tr39;Pcp473;Dropped truck from pickup plan;2024-05-14 14:06:11
tr9;Pcp253;Dropped truck from pickup plan;2024-05-14 14:09:07
tr6;Pcp435;Dropped truck from pickup plan;2024-05-14 14:12:43
tr14;Pcp249;Dropped truck from pickup plan;2024-05-14 14:44:23
tr16;Pcp465;Dropped truck from pickup plan;2024-05-14 15:28:40
tr48;Pcp268;Assigned truck for pickup plan;2024-05-14 15:37:03
tr41;Pcp76;Assigned truck for pickup plan;2024-05-14 15:53:16
Silo10;tr48;Aranged silo for truck;2024-05-14 15:58:56
tr48;Silo10;Truck determined for continuing pickup at silo;2024-05-14 16:02:12
tr5;Pcp454;Dropped truck from pickup plan;2024-05-14 16:16:53
Silo19;tr41;Aranged silo for truck;2024-05-14 16:20:57
tr41;Silo19;Truck determined for continuing pickup at silo;2024-05-14 16:25:09
tr34;Pcp383;Assigned truck for pickup plan;2024-05-14 16:32:58
tr48;Pcp268;Dropped truck from pickup plan;2024-05-14 16:44:40
Silo13;tr34;Aranged silo for truck;2024-05-14 16:55:50
tr34;Silo13;Truck determined for continuing pickup at silo;2024-05-14 16:58:33
tr41;Pcp76;Dropped truck from pickup plan;2024-05-14 17:13:39
tr34;Pcp383;Dropped truck from pickup plan;2024-05-14 17:27:39
tr50;Pcp452;Assigned truck for pickup plan;2024-05-14 17:58:40
tr2;Pcp460;Assigned truck for pickup plan;2024-05-14 18:04:38
Silo17;tr50;Aranged silo for truck;2024-05-14 18:10:26
tr12;Pcp45;Assigned truck for pickup plan;2024-05-14 18:14:41
tr13;Pcp369;Assigned truck for pickup plan;2024-05-14 18:15:04
Silo2;tr2;Aranged silo for truck;2024-05-14 18:18:24
tr2;Silo2;Truck determined for continuing pickup at silo;2024-05-14 18:21:20
tr50;Silo17;Truck determined for continuing pickup at silo;2024-05-14 18:26:08
tr47;Pcp217;Assigned truck for pickup plan;2024-05-14 18:26:44
Silo12;tr13;Aranged silo for truck;2024-05-14 18:32:20
Silo6;tr12;Aranged silo for truck;2024-05-14 18:33:02
tr36;Pcp327;Assigned truck for pickup plan;2024-05-14 18:34:42
Silo19;tr47;Aranged silo for truck;2024-05-14 18:36:58
tr13;Silo12;Truck determined for continuing pickup at silo;2024-05-14 18:38:05
tr47;Silo19;Truck determined for continuing pickup at silo;2024-05-14 18:39:21
tr12;Silo6;Truck determined for continuing pickup at silo;2024-05-14 18:40:52
Silo10;tr36;Aranged silo for truck;2024-05-14 18:54:59
tr13;Pcp369;Dropped truck from pickup plan;2024-05-14 19:12:27
tr36;Silo10;Truck determined for continuing pickup at silo;2024-05-14 19:13:29
tr47;Pcp217;Dropped truck from pickup plan;2024-05-14 19:14:17
tr2;Pcp460;Dropped truck from pickup plan;2024-05-14 19:31:28
tr22;Pcp141;Assigned truck for pickup plan;2024-05-14 20:14:09
tr36;Pcp327;Dropped truck from pickup plan;2024-05-14 20:14:46
tr50;Pcp452;Dropped truck from pickup plan;2024-05-14 20:24:28
tr3;Pcp484;Assigned truck for pickup plan;2024-05-14 20:36:12
Silo2;tr22;Aranged silo for truck;2024-05-14 20:46:00
tr22;Silo2;Truck determined for continuing pickup at silo;2024-05-14 20:51:41
tr12;Pcp45;Dropped truck from pickup plan;2024-05-14 20:51:50
Silo12;tr3;Aranged silo for truck;2024-05-14 21:00:04
tr3;Silo12;Truck determined for continuing pickup at silo;2024-05-14 21:17:01
tr22;Pcp141;Dropped truck from pickup plan;2024-05-14 21:28:39
tr3;Pcp484;Dropped truck from pickup plan;2024-05-14 21:41:01
Pcp297;Cr4;Lodged pickup plan for cargo;2024-05-15 01:04:12
Pcp425;Cr4;Lodged pickup plan for cargo;2024-05-15 12:26:09
Pcp192;Cr20;Lodged pickup plan for cargo;2024-05-15 13:16:05
tr21;Pcp408;Assigned truck for pickup plan;2024-05-16 09:29:18
tr30;Pcp290;Assigned truck for pickup plan;2024-05-16 09:40:17
Silo10;tr21;Aranged silo for truck;2024-05-16 09:49:43
Silo16;tr30;Aranged silo for truck;2024-05-16 10:06:49
tr21;Silo10;Truck determined for continuing pickup at silo;2024-05-16 10:08:04
tr30;Silo16;Truck determined for continuing pickup at silo;2024-05-16 10:18:30
tr20;Pcp395;Assigned truck for pickup plan;2024-05-16 10:29:34
tr10;Pcp221;Assigned truck for pickup plan;2024-05-16 10:36:38
Silo9;tr20;Aranged silo for truck;2024-05-16 10:39:24
Silo14;tr10;Aranged silo for truck;2024-05-16 10:51:07
tr20;Silo9;Truck determined for continuing pickup at silo;2024-05-16 10:51:57
tr10;Silo14;Truck determined for continuing pickup at silo;2024-05-16 11:00:13
tr32;Pcp339;Assigned truck for pickup plan;2024-05-16 11:02:21
tr35;Pcp56;Assigned truck for pickup plan;2024-05-16 11:08:51
tr21;Pcp408;Dropped truck from pickup plan;2024-05-16 11:14:39
tr15;Pcp257;Assigned truck for pickup plan;2024-05-16 11:16:29
Silo2;tr32;Aranged silo for truck;2024-05-16 11:17:05
tr25;Pcp365;Assigned truck for pickup plan;2024-05-16 11:17:30
tr30;Pcp290;Dropped truck from pickup plan;2024-05-16 11:17:42
tr7;Pcp46;Assigned truck for pickup plan;2024-05-16 11:20:22
Silo11;tr15;Aranged silo for truck;2024-05-16 11:30:27
tr32;Silo2;Truck determined for continuing pickup at silo;2024-05-16 11:32:17
tr15;Silo11;Truck determined for continuing pickup at silo;2024-05-16 11:34:59
tr40;Pcp145;Assigned truck for pickup plan;2024-05-16 11:37:19
Silo14;tr25;Aranged silo for truck;2024-05-16 11:38:08
tr18;Pcp456;Assigned truck for pickup plan;2024-05-16 11:38:34
tr33;Pcp341;Assigned truck for pickup plan;2024-05-16 11:39:05
tr45;Pcp226;Assigned truck for pickup plan;2024-05-16 11:39:45
Silo16;tr35;Aranged silo for truck;2024-05-16 11:40:51
tr25;Silo14;Truck determined for continuing pickup at silo;2024-05-16 11:41:20
tr10;Pcp221;Dropped truck from pickup plan;2024-05-16 11:44:30
Silo16;tr7;Aranged silo for truck;2024-05-16 11:51:17
tr35;Silo16;Truck determined for continuing pickup at silo;2024-05-16 11:52:25
tr7;Silo16;Truck determined for continuing pickup at silo;2024-05-16 11:54:28
Silo2;tr33;Aranged silo for truck;2024-05-16 11:56:31
Silo18;tr40;Aranged silo for truck;2024-05-16 11:58:10
tr31;Pcp483;Assigned truck for pickup plan;2024-05-16 11:59:14
tr19;Pcp130;Assigned truck for pickup plan;2024-05-16 12:03:12
tr29;Pcp163;Assigned truck for pickup plan;2024-05-16 12:04:30
tr33;Silo2;Truck determined for continuing pickup at silo;2024-05-16 12:05:50
tr4;Pcp346;Assigned truck for pickup plan;2024-05-16 12:07:00
Silo10;tr45;Aranged silo for truck;2024-05-16 12:07:10
tr38;Pcp344;Assigned truck for pickup plan;2024-05-16 12:08:04
tr20;Pcp395;Dropped truck from pickup plan;2024-05-16 12:11:23
Silo3;tr31;Aranged silo for truck;2024-05-16 12:14:38
tr46;Pcp204;Assigned truck for pickup plan;2024-05-16 12:15:04
Silo19;tr18;Aranged silo for truck;2024-05-16 12:15:42
tr40;Silo18;Truck determined for continuing pickup at silo;2024-05-16 12:17:50
tr44;Pcp411;Assigned truck for pickup plan;2024-05-16 12:17:56
tr31;Silo3;Truck determined for continuing pickup at silo;2024-05-16 12:18:28
tr7;Pcp46;Dropped truck from pickup plan;2024-05-16 12:19:22
Silo3;tr19;Aranged silo for truck;2024-05-16 12:19:27
Silo20;tr38;Aranged silo for truck;2024-05-16 12:22:18
tr18;Silo19;Truck determined for continuing pickup at silo;2024-05-16 12:23:08
tr45;Silo10;Truck determined for continuing pickup at silo;2024-05-16 12:23:54
Silo20;tr46;Aranged silo for truck;2024-05-16 12:24:04
tr35;Pcp56;Dropped truck from pickup plan;2024-05-16 12:24:38
tr46;Silo20;Truck determined for continuing pickup at silo;2024-05-16 12:26:04
tr38;Silo20;Truck determined for continuing pickup at silo;2024-05-16 12:28:06
tr42;Pcp403;Assigned truck for pickup plan;2024-05-16 12:29:22
tr19;Silo3;Truck determined for continuing pickup at silo;2024-05-16 12:29:37
Silo17;tr4;Aranged silo for truck;2024-05-16 12:30:45
tr11;Pcp107;Assigned truck for pickup plan;2024-05-16 12:32:41
tr25;Pcp365;Dropped truck from pickup plan;2024-05-16 12:35:55
Silo16;tr44;Aranged silo for truck;2024-05-16 12:36:27
tr4;Silo17;Truck determined for continuing pickup at silo;2024-05-16 12:37:53
Silo1;tr29;Aranged silo for truck;2024-05-16 12:39:10
tr40;Pcp145;Dropped truck from pickup plan;2024-05-16 12:39:19
tr15;Pcp257;Dropped truck from pickup plan;2024-05-16 12:39:50
tr29;Silo1;Truck determined for continuing pickup at silo;2024-05-16 12:42:55
tr46;Pcp204;Dropped truck from pickup plan;2024-05-16 12:45:54
tr23;Pcp281;Assigned truck for pickup plan;2024-05-16 12:49:13
tr44;Silo16;Truck determined for continuing pickup at silo;2024-05-16 12:49:17
tr49;Pcp360;Assigned truck for pickup plan;2024-05-16 12:49:49
tr38;Pcp344;Dropped truck from pickup plan;2024-05-16 12:53:32
tr17;Pcp306;Assigned truck for pickup plan;2024-05-16 12:54:05
tr24;Pcp436;Assigned truck for pickup plan;2024-05-16 12:55:32
tr1;Pcp396;Assigned truck for pickup plan;2024-05-16 12:56:22
Silo13;tr11;Aranged silo for truck;2024-05-16 12:57:25
Silo14;tr42;Aranged silo for truck;2024-05-16 13:00:48
tr29;Pcp163;Dropped truck from pickup plan;2024-05-16 13:01:16
tr11;Silo13;Truck determined for continuing pickup at silo;2024-05-16 13:02:57
tr42;Silo14;Truck determined for continuing pickup at silo;2024-05-16 13:02:59
tr44;Pcp411;Dropped truck from pickup plan;2024-05-16 13:06:52
tr19;Pcp130;Dropped truck from pickup plan;2024-05-16 13:06:55
Silo14;tr49;Aranged silo for truck;2024-05-16 13:10:21
Silo6;tr17;Aranged silo for truck;2024-05-16 13:19:00
tr8;Pcp158;Assigned truck for pickup plan;2024-05-16 13:19:34
Silo18;tr23;Aranged silo for truck;2024-05-16 13:19:39
tr26;Pcp268;Assigned truck for pickup plan;2024-05-16 13:23:08
tr4;Pcp346;Dropped truck from pickup plan;2024-05-16 13:24:43
tr49;Silo14;Truck determined for continuing pickup at silo;2024-05-16 13:25:43
tr37;Pcp134;Assigned truck for pickup plan;2024-05-16 13:26:58
tr28;Pcp293;Assigned truck for pickup plan;2024-05-16 13:28:26
tr17;Silo6;Truck determined for continuing pickup at silo;2024-05-16 13:28:26
tr43;Pcp214;Assigned truck for pickup plan;2024-05-16 13:28:41
tr31;Pcp483;Dropped truck from pickup plan;2024-05-16 13:29:30
tr23;Silo18;Truck determined for continuing pickup at silo;2024-05-16 13:30:27
tr18;Pcp456;Dropped truck from pickup plan;2024-05-16 13:31:04
Silo2;tr1;Aranged silo for truck;2024-05-16 13:32:48
tr42;Pcp403;Dropped truck from pickup plan;2024-05-16 13:33:51
tr11;Pcp107;Dropped truck from pickup plan;2024-05-16 13:34:11
Silo3;tr24;Aranged silo for truck;2024-05-16 13:36:36
Silo10;tr26;Aranged silo for truck;2024-05-16 13:39:16
Silo2;tr37;Aranged silo for truck;2024-05-16 13:39:55
Silo10;tr8;Aranged silo for truck;2024-05-16 13:40:01
tr45;Pcp226;Dropped truck from pickup plan;2024-05-16 13:40:10
tr24;Silo3;Truck determined for continuing pickup at silo;2024-05-16 13:41:27
Silo10;tr43;Aranged silo for truck;2024-05-16 13:41:28
tr1;Silo2;Truck determined for continuing pickup at silo;2024-05-16 13:44:07
tr49;Pcp360;Dropped truck from pickup plan;2024-05-16 13:45:23
tr8;Silo10;Truck determined for continuing pickup at silo;2024-05-16 13:46:26
tr37;Silo2;Truck determined for continuing pickup at silo;2024-05-16 13:48:24
tr43;Silo10;Truck determined for continuing pickup at silo;2024-05-16 13:56:29
Silo17;tr28;Aranged silo for truck;2024-05-16 13:56:36
tr26;Silo10;Truck determined for continuing pickup at silo;2024-05-16 13:57:00
tr27;Pcp43;Assigned truck for pickup plan;2024-05-16 13:58:25
tr39;Pcp327;Assigned truck for pickup plan;2024-05-16 14:06:51
tr9;Pcp74;Assigned truck for pickup plan;2024-05-16 14:09:56
tr37;Pcp134;Dropped truck from pickup plan;2024-05-16 14:12:45
tr6;Pcp279;Assigned truck for pickup plan;2024-05-16 14:13:42
tr28;Silo17;Truck determined for continuing pickup at silo;2024-05-16 14:15:52
Silo10;tr27;Aranged silo for truck;2024-05-16 14:17:08
Silo10;tr39;Aranged silo for truck;2024-05-16 14:17:47
tr39;Silo10;Truck determined for continuing pickup at silo;2024-05-16 14:26:48
tr23;Pcp281;Dropped truck from pickup plan;2024-05-16 14:32:58
tr27;Silo10;Truck determined for continuing pickup at silo;2024-05-16 14:35:59
tr1;Pcp396;Dropped truck from pickup plan;2024-05-16 14:37:30
Silo19;tr6;Aranged silo for truck;2024-05-16 14:42:04
Silo18;tr9;Aranged silo for truck;2024-05-16 14:42:04
tr14;Pcp485;Assigned truck for pickup plan;2024-05-16 14:45:32
tr6;Silo19;Truck determined for continuing pickup at silo;2024-05-16 14:52:03
tr9;Silo18;Truck determined for continuing pickup at silo;2024-05-16 14:54:18
tr8;Pcp158;Dropped truck from pickup plan;2024-05-16 14:56:09
Silo19;tr14;Aranged silo for truck;2024-05-16 14:57:02
tr43;Pcp214;Dropped truck from pickup plan;2024-05-16 14:59:35
tr27;Pcp43;Dropped truck from pickup plan;2024-05-16 15:02:24
tr14;Silo19;Truck determined for continuing pickup at silo;2024-05-16 15:10:00
tr6;Pcp279;Dropped truck from pickup plan;2024-05-16 15:12:53
tr9;Pcp74;Dropped truck from pickup plan;2024-05-16 15:27:56
tr16;Pcp198;Assigned truck for pickup plan;2024-05-16 15:29:54
tr28;Pcp293;Dropped truck from pickup plan;2024-05-16 15:37:08
tr14;Pcp485;Dropped truck from pickup plan;2024-05-16 15:46:51
tr39;Pcp327;Dropped truck from pickup plan;2024-05-16 15:51:26
Silo18;tr16;Aranged silo for truck;2024-05-16 15:54:54
tr24;Pcp436;Dropped truck from pickup plan;2024-05-16 15:57:15
tr16;Silo18;Truck determined for continuing pickup at silo;2024-05-16 15:58:44
tr26;Pcp268;Dropped truck from pickup plan;2024-05-16 16:13:01
tr5;Pcp363;Assigned truck for pickup plan;2024-05-16 16:18:43
tr16;Pcp198;Dropped truck from pickup plan;2024-05-16 16:27:01
Silo15;tr5;Aranged silo for truck;2024-05-16 16:44:11
tr48;Pcp131;Assigned truck for pickup plan;2024-05-16 16:45:16
tr5;Silo15;Truck determined for continuing pickup at silo;2024-05-16 16:46:22
tr5;Pcp363;Dropped truck from pickup plan;2024-05-16 17:01:11
Silo10;tr48;Aranged silo for truck;2024-05-16 17:11:59
tr41;Pcp315;Assigned truck for pickup plan;2024-05-16 17:15:09
tr34;Pcp74;Assigned truck for pickup plan;2024-05-16 17:29:29
tr48;Silo10;Truck determined for continuing pickup at silo;2024-05-16 17:31:57
Silo2;tr41;Aranged silo for truck;2024-05-16 17:36:25
tr41;Silo2;Truck determined for continuing pickup at silo;2024-05-16 17:40:04
Silo18;tr34;Aranged silo for truck;2024-05-16 17:56:42
tr41;Pcp315;Dropped truck from pickup plan;2024-05-16 17:56:44
tr34;Silo18;Truck determined for continuing pickup at silo;2024-05-16 18:14:53
tr48;Pcp131;Dropped truck from pickup plan;2024-05-16 18:24:14
tr34;Pcp74;Dropped truck from pickup plan;2024-05-16 18:49:34
tr13;Pcp472;Assigned truck for pickup plan;2024-05-16 19:13:42
tr47;Pcp476;Assigned truck for pickup plan;2024-05-16 19:15:21
Silo16;tr47;Aranged silo for truck;2024-05-16 19:26:54
tr47;Silo16;Truck determined for continuing pickup at silo;2024-05-16 19:29:20
tr2;Pcp362;Assigned truck for pickup plan;2024-05-16 19:31:59
Silo12;tr13;Aranged silo for truck;2024-05-16 19:40:07
tr13;Silo12;Truck determined for continuing pickup at silo;2024-05-16 19:44:59
Silo9;tr2;Aranged silo for truck;2024-05-16 19:46:27
tr47;Pcp476;Dropped truck from pickup plan;2024-05-16 19:50:55
tr2;Silo9;Truck determined for continuing pickup at silo;2024-05-16 19:56:02
tr36;Pcp85;Assigned truck for pickup plan;2024-05-16 20:15:22
tr13;Pcp472;Dropped truck from pickup plan;2024-05-16 20:20:30
tr50;Pcp483;Assigned truck for pickup plan;2024-05-16 20:25:20
Silo3;tr50;Aranged silo for truck;2024-05-16 20:37:47
Silo17;tr36;Aranged silo for truck;2024-05-16 20:40:11
tr2;Pcp362;Dropped truck from pickup plan;2024-05-16 20:44:20
tr50;Silo3;Truck determined for continuing pickup at silo;2024-05-16 20:46:25
tr12;Pcp389;Assigned truck for pickup plan;2024-05-16 20:52:40
tr36;Silo17;Truck determined for continuing pickup at silo;2024-05-16 20:56:30
Silo12;tr12;Aranged silo for truck;2024-05-16 21:02:57
tr12;Silo12;Truck determined for continuing pickup at silo;2024-05-16 21:06:22
tr50;Pcp483;Dropped truck from pickup plan;2024-05-16 21:29:19
tr22;Pcp466;Assigned truck for pickup plan;2024-05-16 21:30:41
tr3;Pcp324;Assigned truck for pickup plan;2024-05-16 21:42:15
Silo18;tr22;Aranged silo for truck;2024-05-16 21:42:55
Silo17;tr3;Aranged silo for truck;2024-05-16 21:58:01
tr22;Silo18;Truck determined for continuing pickup at silo;2024-05-16 22:01:51
tr36;Pcp85;Dropped truck from pickup plan;2024-05-16 22:09:37
tr3;Silo17;Truck determined for continuing pickup at silo;2024-05-16 22:10:13
tr22;Pcp466;Dropped truck from pickup plan;2024-05-16 22:23:44
tr12;Pcp389;Dropped truck from pickup plan;2024-05-16 23:55:10
Pcp429;Cr4;Lodged pickup plan for cargo;2024-05-17 00:22:13
tr3;Pcp324;Dropped truck from pickup plan;2024-05-17 00:42:35
Pcp250;Cr17;Lodged pickup plan for cargo;2024-05-17 07:32:53
Pcp50;Cr4;Lodged pickup plan for cargo;2024-05-17 18:57:10
tr21;Pcp155;Assigned truck for pickup plan;2024-05-18 11:16:44
tr30;Pcp1;Assigned truck for pickup plan;2024-05-18 11:18:15
Silo9;tr21;Aranged silo for truck;2024-05-18 11:30:06
tr21;Silo9;Truck determined for continuing pickup at silo;2024-05-18 11:35:08
tr32;Pcp379;Assigned truck for pickup plan;2024-05-18 11:36:09
Silo1;tr30;Aranged silo for truck;2024-05-18 11:40:17
tr30;Silo1;Truck determined for continuing pickup at silo;2024-05-18 11:42:56
tr10;Pcp130;Assigned truck for pickup plan;2024-05-18 11:45:09
Silo4;tr32;Aranged silo for truck;2024-05-18 11:51:53
tr32;Silo4;Truck determined for continuing pickup at silo;2024-05-18 11:57:13
tr30;Pcp1;Dropped truck from pickup plan;2024-05-18 12:06:26
Silo3;tr10;Aranged silo for truck;2024-05-18 12:06:39
tr33;Pcp410;Assigned truck for pickup plan;2024-05-18 12:08:43
tr20;Pcp100;Assigned truck for pickup plan;2024-05-18 12:12:48
tr10;Silo3;Truck determined for continuing pickup at silo;2024-05-18 12:19:23
tr7;Pcp339;Assigned truck for pickup plan;2024-05-18 12:20:52
tr35;Pcp34;Assigned truck for pickup plan;2024-05-18 12:25:45
tr32;Pcp379;Dropped truck from pickup plan;2024-05-18 12:27:15
tr21;Pcp155;Dropped truck from pickup plan;2024-05-18 12:31:39
Silo2;tr33;Aranged silo for truck;2024-05-18 12:32:23
Silo2;tr7;Aranged silo for truck;2024-05-18 12:33:32
Silo6;tr20;Aranged silo for truck;2024-05-18 12:33:48
tr20;Silo6;Truck determined for continuing pickup at silo;2024-05-18 12:36:23
tr25;Pcp41;Assigned truck for pickup plan;2024-05-18 12:37:23
tr33;Silo2;Truck determined for continuing pickup at silo;2024-05-18 12:37:30
tr7;Silo2;Truck determined for continuing pickup at silo;2024-05-18 12:38:19
tr40;Pcp431;Assigned truck for pickup plan;2024-05-18 12:40:28
Silo13;tr35;Aranged silo for truck;2024-05-18 12:40:30
tr15;Pcp34;Assigned truck for pickup plan;2024-05-18 12:40:32
tr46;Pcp220;Assigned truck for pickup plan;2024-05-18 12:46:54
tr10;Pcp130;Dropped truck from pickup plan;2024-05-18 12:47:17
tr38;Pcp161;Assigned truck for pickup plan;2024-05-18 12:54:54
Silo13;tr15;Aranged silo for truck;2024-05-18 12:55:02
Silo20;tr25;Aranged silo for truck;2024-05-18 12:56:27
tr35;Silo13;Truck determined for continuing pickup at silo;2024-05-18 12:58:48
tr15;Silo13;Truck determined for continuing pickup at silo;2024-05-18 13:00:53
tr29;Pcp263;Assigned truck for pickup plan;2024-05-18 13:01:56
tr33;Pcp410;Dropped truck from pickup plan;2024-05-18 13:06:39
tr44;Pcp124;Assigned truck for pickup plan;2024-05-18 13:07:59
Silo3;tr46;Aranged silo for truck;2024-05-18 13:10:16
tr19;Pcp186;Assigned truck for pickup plan;2024-05-18 13:10:54
Silo12;tr38;Aranged silo for truck;2024-05-18 13:12:53
tr46;Silo3;Truck determined for continuing pickup at silo;2024-05-18 13:13:37
Silo8;tr40;Aranged silo for truck;2024-05-18 13:13:44
tr25;Silo20;Truck determined for continuing pickup at silo;2024-05-18 13:14:06
Silo6;tr29;Aranged silo for truck;2024-05-18 13:14:54
tr15;Pcp34;Dropped truck from pickup plan;2024-05-18 13:15:18
tr38;Silo12;Truck determined for continuing pickup at silo;2024-05-18 13:16:24
tr40;Silo8;Truck determined for continuing pickup at silo;2024-05-18 13:23:59
tr4;Pcp240;Assigned truck for pickup plan;2024-05-18 13:25:34
tr29;Silo6;Truck determined for continuing pickup at silo;2024-05-18 13:25:55
tr31;Pcp469;Assigned truck for pickup plan;2024-05-18 13:30:03
tr17;Pcp433;Assigned truck for pickup plan;2024-05-18 13:31:48
tr18;Pcp285;Assigned truck for pickup plan;2024-05-18 13:32:40
Silo5;tr44;Aranged silo for truck;2024-05-18 13:33:33
tr20;Pcp100;Dropped truck from pickup plan;2024-05-18 13:34:12
Silo10;tr19;Aranged silo for truck;2024-05-18 13:34:42
tr11;Pcp398;Assigned truck for pickup plan;2024-05-18 13:35:15
tr42;Pcp315;Assigned truck for pickup plan;2024-05-18 13:38:21
Silo15;tr4;Aranged silo for truck;2024-05-18 13:39:44
tr45;Pcp170;Assigned truck for pickup plan;2024-05-18 13:41:08
tr4;Silo15;Truck determined for continuing pickup at silo;2024-05-18 13:46:02
Silo13;tr17;Aranged silo for truck;2024-05-18 13:46:21
tr49;Pcp152;Assigned truck for pickup plan;2024-05-18 13:47:22
Silo17;tr31;Aranged silo for truck;2024-05-18 13:49:09
tr38;Pcp161;Dropped truck from pickup plan;2024-05-18 13:50:07
tr44;Silo5;Truck determined for continuing pickup at silo;2024-05-18 13:50:24
tr19;Silo10;Truck determined for continuing pickup at silo;2024-05-18 13:51:45
Silo19;tr18;Aranged silo for truck;2024-05-18 13:52:30
tr25;Pcp41;Dropped truck from pickup plan;2024-05-18 13:53:30
Silo2;tr42;Aranged silo for truck;2024-05-18 13:53:54
tr31;Silo17;Truck determined for continuing pickup at silo;2024-05-18 13:55:32
tr29;Pcp263;Dropped truck from pickup plan;2024-05-18 13:55:35
tr17;Silo13;Truck determined for continuing pickup at silo;2024-05-18 13:56:46
tr18;Silo19;Truck determined for continuing pickup at silo;2024-05-18 14:01:30
Silo20;tr45;Aranged silo for truck;2024-05-18 14:03:04
Silo3;tr49;Aranged silo for truck;2024-05-18 14:04:02
tr4;Pcp240;Dropped truck from pickup plan;2024-05-18 14:05:25
tr7;Pcp339;Dropped truck from pickup plan;2024-05-18 14:07:56
Silo9;tr11;Aranged silo for truck;2024-05-18 14:08:18
tr40;Pcp431;Dropped truck from pickup plan;2024-05-18 14:10:29
tr42;Silo2;Truck determined for continuing pickup at silo;2024-05-18 14:10:32
tr49;Silo3;Truck determined for continuing pickup at silo;2024-05-18 14:10:32
tr11;Silo9;Truck determined for continuing pickup at silo;2024-05-18 14:11:03
tr35;Pcp34;Dropped truck from pickup plan;2024-05-18 14:11:13
tr45;Silo20;Truck determined for continuing pickup at silo;2024-05-18 14:12:10
tr37;Pcp85;Assigned truck for pickup plan;2024-05-18 14:15:14
tr31;Pcp469;Dropped truck from pickup plan;2024-05-18 14:16:22
tr18;Pcp285;Dropped truck from pickup plan;2024-05-18 14:25:34
tr46;Pcp220;Dropped truck from pickup plan;2024-05-18 14:26:00
tr42;Pcp315;Dropped truck from pickup plan;2024-05-18 14:32:08
tr49;Pcp152;Dropped truck from pickup plan;2024-05-18 14:34:01
tr23;Pcp64;Assigned truck for pickup plan;2024-05-18 14:34:13
Silo17;tr37;Aranged silo for truck;2024-05-18 14:35:20
